City,Country,Continent,Month,AvgTemperature
Frankfurt,Germany,Europe,4,-25.315487274984477
Frankfurt,Germany,Europe,5,-31.420006516780713
Frankfurt,Germany,Europe,6,-21.58299663299663
Frankfurt,Germany,Europe,7,-19.75822743564679
Frankfurt,Germany,Europe,8,-15.96399478657543
Frankfurt,Germany,Europe,9,-21.876767676767678
Frankfurt,Germany,Europe,10,-22.827142391658523
Frankfurt,Germany,Europe,11,-28.88131313131314
Frankfurt,Germany,Europe,12,-28.602639296187686
Hamburg,Germany,Europe,1,-25.768727598566304
Hamburg,Germany,Europe,2,-20.658786446020496
Hamburg,Germany,Europe,3,-23.1478494623656
Hamburg,Germany,Europe,4,-23.97814814814817
Hamburg,Germany,Europe,5,-23.691397849462355
Hamburg,Germany,Europe,6,-20.248055555555553
Hamburg,Germany,Europe,7,-22.61111111111111
Hamburg,Germany,Europe,8,-18.49856630824371
Hamburg,Germany,Europe,9,-20.655092592592595
Hamburg,Germany,Europe,10,-26.840770609318994
Hamburg,Germany,Europe,11,-26.754195371842414
Hamburg,Germany,Europe,12,-44.292386298215305
Munich,Germany,Europe,1,-0.5490271377368237
Munich,Germany,Europe,2,0.8715409467621605
Munich,Germany,Europe,3,2.5925499231950826
Munich,Germany,Europe,4,8.776521164021188
Munich,Germany,Europe,5,12.2924836601307
Munich,Germany,Europe,6,16.92414266117974
Munich,Germany,Europe,7,18.81435019248641
Munich,Germany,Europe,8,18.351188105668413
Munich,Germany,Europe,9,11.806310013717436
Munich,Germany,Europe,10,9.497876012212924
Munich,Germany,Europe,11,3.1185185185185245
Munich,Germany,Europe,12,-7.279246487867173
Tbilisi,Georgia,Europe,1,1.4362305854241262
Tbilisi,Georgia,Europe,2,3.910685021304485
Tbilisi,Georgia,Europe,3,6.76164874551971
Tbilisi,Georgia,Europe,4,10.825154320987648
Tbilisi,Georgia,Europe,5,10.050627240143355
Tbilisi,Georgia,Europe,6,12.65339506172838
Tbilisi,Georgia,Europe,7,16.812574671445628
Tbilisi,Georgia,Europe,8,17.41547192353647
Tbilisi,Georgia,Europe,9,12.843672839506175
Tbilisi,Georgia,Europe,10,6.537485065710859
Tbilisi,Georgia,Europe,11,1.4191358024691307
Tbilisi,Georgia,Europe,12,-4.24962155616107
Athens,Greece,Europe,1,9.62524890481878
Athens,Greece,Europe,2,10.054027504911602
Athens,Greece,Europe,3,11.830645161290308
Athens,Greece,Europe,4,15.497736625514367
Athens,Greece,Europe,5,20.023894862604525
Athens,Greece,Europe,6,19.897530864197503
Athens,Greece,Europe,7,23.867383512544784
Athens,Greece,Europe,8,23.4174631620868
Athens,Greece,Europe,9,18.518518518518523
Athens,Greece,Europe,10,14.225806451612897
Athens,Greece,Europe,11,10.065740740740742
Athens,Greece,Europe,12,6.819494225408206
Budapest,Hungary,Europe,1,-0.943410532120187
Budapest,Hungary,Europe,2,1.4885865457293808
Budapest,Hungary,Europe,3,5.655017921146961
Budapest,Hungary,Europe,4,11.466595441595423
Budapest,Hungary,Europe,5,15.758530738860632
Budapest,Hungary,Europe,6,19.529037037037043
Budapest,Hungary,Europe,7,21.73498207885308
Budapest,Hungary,Europe,8,21.194265232974914
Budapest,Hungary,Europe,9,15.881333333333332
Budapest,Hungary,Europe,10,10.854193548387103
Budapest,Hungary,Europe,11,5.226370370370365
Budapest,Hungary,Europe,12,-0.12285223367697008
Reykjavik,Iceland,Europe,1,0.5637579266611483
Reykjavik,Iceland,Europe,2,0.41806500377927275
Reykjavik,Iceland,Europe,3,1.2204990350151708
Reykjavik,Iceland,Europe,4,3.7287037037036836
Reykjavik,Iceland,Europe,5,6.308798646362072
Reykjavik,Iceland,Europe,6,9.612370370370323
Reykjavik,Iceland,Europe,7,11.77792114695341
Reykjavik,Iceland,Europe,8,11.184946236559128
Reykjavik,Iceland,Europe,9,8.617111111111123
Reykjavik,Iceland,Europe,10,5.0177060931899735
Reykjavik,Iceland,Europe,11,1.9541481481481702
Reykjavik,Iceland,Europe,12,0.3972651775486942
Dublin,Ireland,Europe,1,5.1587400055141925
Dublin,Ireland,Europe,2,5.373696145124703
Dublin,Ireland,Europe,3,6.284877309070822
Dublin,Ireland,Europe,4,8.009116809116822
Dublin,Ireland,Europe,5,10.264382402707257
Dublin,Ireland,Europe,6,13.049851851851844
Dublin,Ireland,Europe,7,15.236702508960605
Dublin,Ireland,Europe,8,14.907956989247237
Dublin,Ireland,Europe,9,13.090666666666687
Dublin,Ireland,Europe,10,10.615985663082423
Dublin,Ireland,Europe,11,7.009333333333344
Dublin,Ireland,Europe,12,5.01990263459336
Milan,Italy,Europe,1,1.70567962503445
Milan,Italy,Europe,2,3.745351473922914
Milan,Italy,Europe,3,8.259511993382965
Milan,Italy,Europe,4,12.292735042735046
Milan,Italy,Europe,5,16.307670614777244
Milan,Italy,Europe,6,20.710222222222185
Milan,Italy,Europe,7,23.29949820788528
Milan,Italy,Europe,8,22.432903225806474
Milan,Italy,Europe,9,17.852666666666675
Milan,Italy,Europe,10,12.820501792114676
Milan,Italy,Europe,11,6.859185185185225
Milan,Italy,Europe,12,2.0503293241695215
Rome,Italy,Europe,1,8.007650951199388
Rome,Italy,Europe,2,8.725472411186685
Rome,Italy,Europe,3,10.944995864350675
Rome,Italy,Europe,4,13.658760683760683
Rome,Italy,Europe,5,17.355118443316414
Rome,Italy,Europe,6,21.392296296296323
Rome,Italy,Europe,7,24.449247311827992
Rome,Italy,Europe,8,24.43978494623654
Rome,Italy,Europe,9,20.85103703703704
Rome,Italy,Europe,10,17.34093189964161
Rome,Italy,Europe,11,12.643629629629613
Rome,Italy,Europe,12,8.740907789232564
Riga,Latvia,Europe,1,-2.9967604080507035
Riga,Latvia,Europe,2,-2.464172335600908
Riga,Latvia,Europe,3,0.721532947339405
Riga,Latvia,Europe,4,6.582905982905981
Riga,Latvia,Europe,5,11.76677946982516
Riga,Latvia,Europe,6,14.289407407407404
Riga,Latvia,Europe,7,15.24007168458782
Riga,Latvia,Europe,8,16.859283154121854
Riga,Latvia,Europe,9,12.723037037037065
Riga,Latvia,Europe,10,7.300215053763411
Riga,Latvia,Europe,11,2.5248888888888863
Riga,Latvia,Europe,12,-1.2550830469644936
Skopje,Macedonia,Europe,1,-0.7217391304347941
Skopje,Macedonia,Europe,2,3.1492819349962295
Skopje,Macedonia,Europe,3,7.647711607389024
Skopje,Macedonia,Europe,4,12.14871794871796
Skopje,Macedonia,Europe,5,16.722292724196272
Skopje,Macedonia,Europe,6,21.27444444444444
Skopje,Macedonia,Europe,7,24.26602150537633
Skopje,Macedonia,Europe,8,23.882939068100374
Skopje,Macedonia,Europe,9,18.51555555555554
Skopje,Macedonia,Europe,10,12.588172043010765
Skopje,Macedonia,Europe,11,6.602518518518536
Skopje,Macedonia,Europe,12,1.1113974799541912
Amsterdam,The Netherlands,Europe,1,3.534877309070872
Amsterdam,The Netherlands,Europe,2,4.272713529856366
Amsterdam,The Netherlands,Europe,3,6.317135373587012
Amsterdam,The Netherlands,Europe,4,9.686538461538458
Amsterdam,The Netherlands,Europe,5,12.832064297800317
Amsterdam,The Netherlands,Europe,6,15.598074074074061
Amsterdam,The Netherlands,Europe,7,18.11792114695346
Amsterdam,The Netherlands,Europe,8,17.816415770609286
Amsterdam,The Netherlands,Europe,9,15.01911111111115
Amsterdam,The Netherlands,Europe,10,11.614480286738369
Amsterdam,The Netherlands,Europe,11,7.02629629629629
Amsterdam,The Netherlands,Europe,12,3.9175257731958584
Oslo,Norway,Europe,1,-4.6048718969866025
Oslo,Norway,Europe,2,-3.8254799301919715
Oslo,Norway,Europe,3,-0.5764635603345347
Oslo,Norway,Europe,4,4.573799725651588
Oslo,Norway,Europe,5,9.616876950210266
Oslo,Norway,Europe,6,13.754059829059845
Oslo,Norway,Europe,7,16.67872897711605
Oslo,Norway,Europe,8,15.187689550592772
Oslo,Norway,Europe,9,10.899501424501413
Oslo,Norway,Europe,10,5.337468982630248
Oslo,Norway,Europe,11,0.08112535612534247
Oslo,Norway,Europe,12,-7.071428571428577
Warsaw,Poland,Europe,1,-2.071064240419099
Warsaw,Poland,Europe,2,-0.30120937263793834
Warsaw,Poland,Europe,3,3.1651502619244494
Warsaw,Poland,Europe,4,9.145085470085464
Warsaw,Poland,Europe,5,13.988155668358731
Warsaw,Poland,Europe,6,17.390444444444487
Warsaw,Poland,Europe,7,19.767670250896035
Warsaw,Poland,Europe,8,18.893261648745472
Warsaw,Poland,Europe,9,13.817925925925952
Warsaw,Poland,Europe,10,8.855627240143393
Warsaw,Poland,Europe,11,3.618296296296282
Warsaw,Poland,Europe,12,-0.7085481099656614
Lisbon,Portugal,Europe,1,10.851874827681314
Lisbon,Portugal,Europe,2,11.95479969765686
Lisbon,Portugal,Europe,3,13.728977116073896
Lisbon,Portugal,Europe,4,15.132621082621101
Lisbon,Portugal,Europe,5,17.239636209813916
Lisbon,Portugal,Europe,6,20.312222222222164
Lisbon,Portugal,Europe,7,22.200645161290314
Lisbon,Portugal,Europe,8,23.00637992831542
Lisbon,Portugal,Europe,9,21.342518518518563
Lisbon,Portugal,Europe,10,18.689247311827966
Lisbon,Portugal,Europe,11,13.577185185185177
Lisbon,Portugal,Europe,12,11.302047537227939
Bucharest,Romania,Europe,1,-1.8862007168458916
Bucharest,Romania,Europe,2,1.2431594860166504
Bucharest,Romania,Europe,3,6.120140612076075
Bucharest,Romania,Europe,4,11.767378917378934
Bucharest,Romania,Europe,5,16.90376480541456
Bucharest,Romania,Europe,6,21.007703703703644
Bucharest,Romania,Europe,7,23.46659498207883
Bucharest,Romania,Europe,8,22.980645161290333
Bucharest,Romania,Europe,9,17.469777777777765
Bucharest,Romania,Europe,10,11.561720430107588
Bucharest,Romania,Europe,11,5.777037037037036
Bucharest,Romania,Europe,12,-0.1815578465062827
Moscow,Russia,Europe,1,-7.456437827405567
Moscow,Russia,Europe,2,-6.535903250188954
Moscow,Russia,Europe,3,-1.5179900744416959
Moscow,Russia,Europe,4,6.28839031339031
Moscow,Russia,Europe,5,12.865129723632258
Moscow,Russia,Europe,6,16.465777777777774
Moscow,Russia,Europe,7,19.494767025089615
Moscow,Russia,Europe,8,17.222007168458806
Moscow,Russia,Europe,9,11.237703703703714
Moscow,Russia,Europe,10,5.316200716845844
Moscow,Russia,Europe,11,-1.282222222222238
Moscow,Russia,Europe,12,-5.541308705612816
Yerevan,Russia,Europe,1,-2.2618478693747512
Yerevan,Russia,Europe,2,-0.13035870516185513
Yerevan,Russia,Europe,3,6.481680605336525
Yerevan,Russia,Europe,4,12.900205761316862
Yerevan,Russia,Europe,5,16.771405814416532
Yerevan,Russia,Europe,6,21.042386831275774
Yerevan,Russia,Europe,7,26.854042214257245
Yerevan,Russia,Europe,8,26.864794902429324
Yerevan,Russia,Europe,9,17.682716049382684
Yerevan,Russia,Europe,10,10.840302668259664
Yerevan,Russia,Europe,11,5.394907407407412
Yerevan,Russia,Europe,12,-0.7387992831541408
Pristina,Serbia-Montenegro,Europe,1,-1.4544802867383626
Pristina,Serbia-Montenegro,Europe,2,0.03965449548487814
Pristina,Serbia-Montenegro,Europe,3,4.1086021505376396
Pristina,Serbia-Montenegro,Europe,4,2.2135185185185176
Pristina,Serbia-Montenegro,Europe,5,6.567673378076072
Pristina,Serbia-Montenegro,Europe,6,6.833539094650224
Pristina,Serbia-Montenegro,Europe,7,14.190760653126262
Pristina,Serbia-Montenegro,Europe,8,12.194942254082045
Pristina,Serbia-Montenegro,Europe,9,15.041152263374467
Pristina,Serbia-Montenegro,Europe,10,8.322978892871369
Pristina,Serbia-Montenegro,Europe,11,5.240123456790119
Pristina,Serbia-Montenegro,Europe,12,-2.3859020310633263
Bratislava,Slovakia,Europe,1,-0.42928039702233456
Bratislava,Slovakia,Europe,2,2.0818594104308414
Bratislava,Slovakia,Europe,3,6.039012958367802
Bratislava,Slovakia,Europe,4,11.516239316239307
Bratislava,Slovakia,Europe,5,15.537930062041706
Bratislava,Slovakia,Europe,6,19.562962962963027
Bratislava,Slovakia,Europe,7,21.790609318996488
Bratislava,Slovakia,Europe,8,21.04752688172046
Bratislava,Slovakia,Europe,9,15.964814814814824
Bratislava,Slovakia,Europe,10,10.950322580645162
Bratislava,Slovakia,Europe,11,5.480962962962973
Bratislava,Slovakia,Europe,12,0.4964919816723936
Barcelona,Spain,Europe,1,9.26013234077747
Barcelona,Spain,Europe,2,10.090551776266068
Barcelona,Spain,Europe,3,12.135511441963079
Barcelona,Spain,Europe,4,14.297934472934505
Barcelona,Spain,Europe,5,17.13649182177105
Barcelona,Spain,Europe,6,21.281777777777766
Barcelona,Spain,Europe,7,24.490322580645156
Barcelona,Spain,Europe,8,24.64344086021502
Barcelona,Spain,Europe,9,21.65385185185181
Barcelona,Spain,Europe,10,18.391326164874535
Barcelona,Spain,Europe,11,12.638222222222229
Barcelona,Spain,Europe,12,9.461268613974786
Bilbao,Spain,Europe,1,9.405224703611808
Bilbao,Spain,Europe,2,9.534618291761173
Bilbao,Spain,Europe,3,11.684105321202066
Bilbao,Spain,Europe,4,13.221438746438784
Bilbao,Spain,Europe,5,15.688663282571875
Bilbao,Spain,Europe,6,18.813851851851872
Bilbao,Spain,Europe,7,21.159784946236528
Bilbao,Spain,Europe,8,21.329462365591397
Bilbao,Spain,Europe,9,19.29562962962963
Bilbao,Spain,Europe,10,16.974408602150536
Bilbao,Spain,Europe,11,11.721777777777808
Bilbao,Spain,Europe,12,9.383519473081357
Madrid,Spain,Europe,1,5.487248414667754
Madrid,Spain,Europe,2,6.975283446712016
Madrid,Spain,Europe,3,10.235180590019281
Madrid,Spain,Europe,4,13.001353276353278
Madrid,Spain,Europe,5,16.665891144952024
Madrid,Spain,Europe,6,22.539851851851854
Madrid,Spain,Europe,7,26.17627240143368
Madrid,Spain,Europe,8,25.401720430107503
Madrid,Spain,Europe,9,20.643185185185164
Madrid,Spain,Europe,10,15.349677419354837
Madrid,Spain,Europe,11,8.850222222222262
Madrid,Spain,Europe,12,5.339203894616272
Stockholm,Sweden,Europe,1,-2.00199889716016
Stockholm,Sweden,Europe,2,-1.431670445956173
Stockholm,Sweden,Europe,3,1.0845740281224419
Stockholm,Sweden,Europe,4,5.900997150997149
Stockholm,Sweden,Europe,5,10.662648054145507
Stockholm,Sweden,Europe,6,15.188222222222237
Stockholm,Sweden,Europe,7,18.56336917562724
Stockholm,Sweden,Europe,8,17.362293906809995
Stockholm,Sweden,Europe,9,12.71888888888889
Stockholm,Sweden,Europe,10,7.381648745519726
Stockholm,Sweden,Europe,11,2.8809629629629265
Stockholm,Sweden,Europe,12,-0.599226804123746
Bern,Switzerland,Europe,1,0.12985938792392837
Bern,Switzerland,Europe,2,1.7280423280423522
Bern,Switzerland,Europe,3,5.664047422111969
Bern,Switzerland,Europe,4,9.51189458689456
Bern,Switzerland,Europe,5,12.89072194021434
Bern,Switzerland,Europe,6,17.57585185185185
Bern,Switzerland,Europe,7,19.510179211469563
Bern,Switzerland,Europe,8,18.671827956989304
Bern,Switzerland,Europe,9,14.30533333333333
Bern,Switzerland,Europe,10,10.187025089605713
Bern,Switzerland,Europe,11,4.071555555555572
Bern,Switzerland,Europe,12,-0.3728522336769756
Geneva,Switzerland,Europe,1,1.7772952853598016
Geneva,Switzerland,Europe,2,3.0408163265306203
Geneva,Switzerland,Europe,3,6.610835401157967
Geneva,Switzerland,Europe,4,10.508475783475767
Geneva,Switzerland,Europe,5,14.117667794698276
Geneva,Switzerland,Europe,6,18.278148148148148
Geneva,Switzerland,Europe,7,20.60802867383514
Geneva,Switzerland,Europe,8,19.78200716845873
Geneva,Switzerland,Europe,9,15.509185185185212
Geneva,Switzerland,Europe,10,11.523369175627213
Geneva,Switzerland,Europe,11,5.554740740740741
Geneva,Switzerland,Europe,12,2.2100515463917723
Zurich,Switzerland,Europe,1,0.6277226357871434
Zurich,Switzerland,Europe,2,1.9164021164021052
Zurich,Switzerland,Europe,3,5.528329197684031
Zurich,Switzerland,Europe,4,9.41139601139603
Zurich,Switzerland,Europe,5,13.032148900169204
Zurich,Switzerland,Europe,6,16.878740740740707
Zurich,Switzerland,Europe,7,18.903942652329736
Zurich,Switzerland,Europe,8,18.115340501792073
Zurich,Switzerland,Europe,9,14.08925925925928
Zurich,Switzerland,Europe,10,10.11096774193548
Zurich,Switzerland,Europe,11,4.402296296296279
Zurich,Switzerland,Europe,12,1.1096792668957614
Kiev,Ukraine,Europe,1,-3.8893713813068604
Kiev,Ukraine,Europe,2,-2.2595616024187355
Kiev,Ukraine,Europe,3,2.0795423214778217
Kiev,Ukraine,Europe,4,9.961396011396017
Kiev,Ukraine,Europe,5,15.612944162436527
Kiev,Ukraine,Europe,6,19.087555555555557
Kiev,Ukraine,Europe,7,21.352544802867374
Kiev,Ukraine,Europe,8,20.11405017921148
Kiev,Ukraine,Europe,9,14.316518518518528
Kiev,Ukraine,Europe,10,8.349390681003602
Kiev,Ukraine,Europe,11,2.5260740740740593
Kiev,Ukraine,Europe,12,-2.4200315005727506
Belfast,United Kingdom,Europe,1,4.971050454921403
Belfast,United Kingdom,Europe,2,5.754497354497371
Belfast,United Kingdom,Europe,3,6.8997105045492075
Belfast,United Kingdom,Europe,4,8.70327635327636
Belfast,United Kingdom,Europe,5,11.339537507050194
Belfast,United Kingdom,Europe,6,13.912444444444484
Belfast,United Kingdom,Europe,7,16.044086021505386
Belfast,United Kingdom,Europe,8,15.351111111111116
Belfast,United Kingdom,Europe,9,13.573037037037032
Belfast,United Kingdom,Europe,10,11.053978494623623
Belfast,United Kingdom,Europe,11,7.283407407407402
Belfast,United Kingdom,Europe,12,3.0325744558992125
London,United Kingdom,Europe,1,5.378480838158243
London,United Kingdom,Europe,2,5.922902494331066
London,United Kingdom,Europe,3,7.544733939895252
London,United Kingdom,Europe,4,10.093304843304814
London,United Kingdom,Europe,5,12.884870276367703
London,United Kingdom,Europe,6,16.100888888888893
London,United Kingdom,Europe,7,18.714982078853065
London,United Kingdom,Europe,8,18.103512544802857
London,United Kingdom,Europe,9,15.558962962962905
London,United Kingdom,Europe,10,12.347240143369172
London,United Kingdom,Europe,11,7.9485925925926075
London,United Kingdom,Europe,12,5.451532073310403
Belgrade,Yugoslavia,Europe,1,0.6470223325062068
Belgrade,Yugoslavia,Europe,2,3.193953136810295
Belgrade,Yugoslavia,Europe,3,7.476909291425421
Belgrade,Yugoslavia,Europe,4,12.763319088319093
Belgrade,Yugoslavia,Europe,5,17.111181613085158
Belgrade,Yugoslavia,Europe,6,20.850666666666637
Belgrade,Yugoslavia,Europe,7,23.118709677419343
Belgrade,Yugoslavia,Europe,8,22.80473118279572
Belgrade,Yugoslavia,Europe,9,17.61800000000001
Belgrade,Yugoslavia,Europe,10,12.858494623655917
Belgrade,Yugoslavia,Europe,11,7.222740740740755
Belgrade,Yugoslavia,Europe,12,1.6252147766323135
Manama,Bahrain,Middle East,1,17.32106424041916
Manama,Bahrain,Middle East,2,18.50559334845048
Manama,Bahrain,Middle East,3,21.55845051006342
Manama,Bahrain,Middle East,4,25.998789173789206
Manama,Bahrain,Middle East,5,30.819444444444464
Manama,Bahrain,Middle East,6,33.667037037036984
Manama,Bahrain,Middle East,7,35.4192114695341
Manama,Bahrain,Middle East,8,35.072974910394294
Manama,Bahrain,Middle East,9,33.13303703703702
Manama,Bahrain,Middle East,10,30.072401433691716
Manama,Bahrain,Middle East,11,24.060592592592602
Manama,Bahrain,Middle East,12,19.04495990836193
Tel Aviv,Israel,Middle East,1,2.9671905155776006
Tel Aviv,Israel,Middle East,2,1.9747199515591913
Tel Aviv,Israel,Middle East,3,8.252274607113309
Tel Aviv,Israel,Middle East,4,14.932478632478649
Tel Aviv,Israel,Middle East,5,20.695616211745232
Tel Aviv,Israel,Middle East,6,21.70256410256413
Tel Aviv,Israel,Middle East,7,23.216018748276795
Tel Aviv,Israel,Middle East,8,20.487455197132633
Tel Aviv,Israel,Middle East,9,13.042814814814818
Tel Aviv,Israel,Middle East,10,7.374402628434893
Tel Aviv,Israel,Middle East,11,8.341975308641972
Tel Aviv,Israel,Middle East,12,1.7525388291517372
Amman,Jordan,Middle East,1,7.971877584780821
Amman,Jordan,Middle East,2,9.571126228269062
Amman,Jordan,Middle East,3,12.733664185277101
Amman,Jordan,Middle East,4,16.831196581196522
Amman,Jordan,Middle East,5,21.098068245910927
Amman,Jordan,Middle East,6,24.45533333333332
Amman,Jordan,Middle East,7,26.843369175627238
Amman,Jordan,Middle East,8,26.444802867383526
Amman,Jordan,Middle East,9,24.104666666666677
Amman,Jordan,Middle East,10,20.745304659498224
Amman,Jordan,Middle East,11,14.41785185185185
Amman,Jordan,Middle East,12,9.621993127147771
Kuwait,Kuwait,Middle East,1,13.119520264681531
Kuwait,Kuwait,Middle East,2,15.52698412698414
Kuwait,Kuwait,Middle East,3,20.36924455472841
Kuwait,Kuwait,Middle East,4,25.983903133903127
Kuwait,Kuwait,Middle East,5,32.355752961082935
Kuwait,Kuwait,Middle East,6,37.17911111111108
Kuwait,Kuwait,Middle East,7,38.24014336917563
Kuwait,Kuwait,Middle East,8,38.38057347670255
Kuwait,Kuwait,Middle East,9,34.5598518518519
Kuwait,Kuwait,Middle East,10,27.54121863799281
Kuwait,Kuwait,Middle East,11,19.737555555555605
Kuwait,Kuwait,Middle East,12,14.162371134020646
Beirut,Lebanon,Middle East,1,14.03342983181693
Beirut,Lebanon,Middle East,2,14.59871504157219
Beirut,Lebanon,Middle East,3,16.51220016542597
Beirut,Lebanon,Middle East,4,18.8153846153846
Beirut,Lebanon,Middle East,5,21.74252679075017
Beirut,Lebanon,Middle East,6,24.854074074074088
Beirut,Lebanon,Middle East,7,25.961577060931933
Beirut,Lebanon,Middle East,8,28.097562724014367
Beirut,Lebanon,Middle East,9,25.906074074074027
Beirut,Lebanon,Middle East,10,24.114193548387114
Beirut,Lebanon,Middle East,11,19.57622222222223
Beirut,Lebanon,Middle East,12,15.493556701030988
Muscat,Oman,Middle East,1,-3.4571326164874585
Muscat,Oman,Middle East,2,-7.74228832231665
Muscat,Oman,Middle East,3,-1.5782078853046617
Muscat,Oman,Middle East,4,-3.7225925925925947
Muscat,Oman,Middle East,5,-0.6791001868621629
Muscat,Oman,Middle East,6,-6.3037037037037065
Muscat,Oman,Middle East,7,-12.567876344086024
Muscat,Oman,Middle East,8,-8.904644563918758
Muscat,Oman,Middle East,9,-6.829089506172846
Muscat,Oman,Middle East,10,-3.204749103942649
Muscat,Oman,Middle East,11,-6.553240740740743
Muscat,Oman,Middle East,12,-6.5277777777777795
Doha,Qatar,Middle East,1,18.03005238489111
Doha,Qatar,Middle East,2,19.386545729402908
Doha,Qatar,Middle East,3,22.61393713813074
Doha,Qatar,Middle East,4,27.20113960113959
Doha,Qatar,Middle East,5,32.47292724196281
Doha,Qatar,Middle East,6,35.20022222222232
Doha,Qatar,Middle East,7,36.620358422939105
Doha,Qatar,Middle East,8,35.37311827956986
Doha,Qatar,Middle East,9,33.301777777777794
Doha,Qatar,Middle East,10,30.483870967741943
Doha,Qatar,Middle East,11,24.806296296296278
Doha,Qatar,Middle East,12,19.828536655211906
Dhahran,Saudi Arabia,Middle East,1,12.682451061483317
Dhahran,Saudi Arabia,Middle East,2,17.752154195011347
Dhahran,Saudi Arabia,Middle East,3,21.53735869864903
Dhahran,Saudi Arabia,Middle East,4,26.429415954415933
Dhahran,Saudi Arabia,Middle East,5,31.76642695995485
Dhahran,Saudi Arabia,Middle East,6,34.37303703703707
Dhahran,Saudi Arabia,Middle East,7,36.85770609318997
Dhahran,Saudi Arabia,Middle East,8,35.74365591397849
Dhahran,Saudi Arabia,Middle East,9,32.60044444444442
Dhahran,Saudi Arabia,Middle East,10,28.993548387096812
Dhahran,Saudi Arabia,Middle East,11,22.48666666666666
Dhahran,Saudi Arabia,Middle East,12,16.855598510882032
Riyadh,Saudi Arabia,Middle East,1,13.607320099255604
Riyadh,Saudi Arabia,Middle East,2,16.900151171579708
Riyadh,Saudi Arabia,Middle East,3,21.13964709126001
Riyadh,Saudi Arabia,Middle East,4,26.35505698005695
Riyadh,Saudi Arabia,Middle East,5,31.805344049633398
Riyadh,Saudi Arabia,Middle East,6,34.77970370370369
Riyadh,Saudi Arabia,Middle East,7,36.527885304659556
Riyadh,Saudi Arabia,Middle East,8,35.74301075268814
Riyadh,Saudi Arabia,Middle East,9,32.57029629629629
Riyadh,Saudi Arabia,Middle East,10,27.629677419354866
Riyadh,Saudi Arabia,Middle East,11,19.737703703703698
Riyadh,Saudi Arabia,Middle East,12,14.775272050400872
Damascus,Syria,Middle East,1,5.7839199447895
Damascus,Syria,Middle East,2,8.392668178382479
Damascus,Syria,Middle East,3,11.619864902122966
Damascus,Syria,Middle East,4,16.275783475783467
Damascus,Syria,Middle East,5,20.705936266215424
Damascus,Syria,Middle East,6,25.324444444444453
Damascus,Syria,Middle East,7,27.703942652329747
Damascus,Syria,Middle East,8,27.586236559139802
Damascus,Syria,Middle East,9,23.96807407407412
Damascus,Syria,Middle East,10,19.338494623655883
Damascus,Syria,Middle East,11,12.21525925925923
Damascus,Syria,Middle East,12,6.953894616265721
Ankara,Turkey,Middle East,1,-1.1117314585056606
Ankara,Turkey,Middle East,2,1.1180650037792992
Ankara,Turkey,Middle East,3,4.965191618417436
Ankara,Turkey,Middle East,4,9.59508547008548
Ankara,Turkey,Middle East,5,14.189368302312515
Ankara,Turkey,Middle East,6,18.37199999999999
Ankara,Turkey,Middle East,7,22.525878136200745
Ankara,Turkey,Middle East,8,22.42666666666669
Ankara,Turkey,Middle East,9,17.381703703703696
Ankara,Turkey,Middle East,10,11.67541218637991
Ankara,Turkey,Middle East,11,4.8776296296296335
Ankara,Turkey,Middle East,12,0.46377434135165413
Istanbul,Turkey,Middle East,1,6.167493796526051
Istanbul,Turkey,Middle East,2,6.8368102796674215
Istanbul,Turkey,Middle East,3,8.79769782189135
Istanbul,Turkey,Middle East,4,12.510327635327677
Istanbul,Turkey,Middle East,5,17.376621545403268
Istanbul,Turkey,Middle East,6,22.35251851851852
Istanbul,Turkey,Middle East,7,25.59283154121862
Istanbul,Turkey,Middle East,8,25.43448028673841
Istanbul,Turkey,Middle East,9,21.419629629629615
Istanbul,Turkey,Middle East,10,16.87211469534047
Istanbul,Turkey,Middle East,11,12.207999999999966
Istanbul,Turkey,Middle East,12,7.959407216494859
Abu Dhabi,United Arab Emirates,Middle East,1,18.91004962779158
Abu Dhabi,United Arab Emirates,Middle East,2,20.689115646258543
Abu Dhabi,United Arab Emirates,Middle East,3,23.52977667493802
Abu Dhabi,United Arab Emirates,Middle East,4,27.17464387464386
Abu Dhabi,United Arab Emirates,Middle East,5,31.38240270727582
Abu Dhabi,United Arab Emirates,Middle East,6,33.34644444444442
Abu Dhabi,United Arab Emirates,Middle East,7,35.803655913978474
Abu Dhabi,United Arab Emirates,Middle East,8,35.816989247311845
Abu Dhabi,United Arab Emirates,Middle East,9,33.20918518518511
Abu Dhabi,United Arab Emirates,Middle East,10,29.909964157706124
Abu Dhabi,United Arab Emirates,Middle East,11,24.7877037037037
Abu Dhabi,United Arab Emirates,Middle East,12,20.422107674684973
Dubai,United Arab Emirates,Middle East,1,19.73580093741381
Dubai,United Arab Emirates,Middle East,2,21.253212396069525
Dubai,United Arab Emirates,Middle East,3,23.770333609043323
Dubai,United Arab Emirates,Middle East,4,27.438746438746477
Dubai,United Arab Emirates,Middle East,5,31.494007332205268
Dubai,United Arab Emirates,Middle East,6,33.64681481481485
Dubai,United Arab Emirates,Middle East,7,36.05397849462365
Dubai,United Arab Emirates,Middle East,8,36.00329749103945
Dubai,United Arab Emirates,Middle East,9,33.34237037037037
Dubai,United Arab Emirates,Middle East,10,30.61677419354845
Dubai,United Arab Emirates,Middle East,11,25.510074074074097
Dubai,United Arab Emirates,Middle East,12,21.31751145475374
